Symbol,Name
LU1127514245,XTRACKERS MSCI EMU UCITS ETF HEDGED 1C USD
IE00B622SG73,PIMCO STERLING SHORT MATURITY SOURCE UCITS ETF DIS NAV
LU0259320728,MARKET ACCESS RICI METALS INDEX UCITS ETF
FR0010326256,LYXOR TURKEY DJ TURKEY TITANS 20 UCITS ETF EUR ACC NAV
FR0007068036,BNP PARIBAS PAM STOXX EURP 600 UTILITIES UCITS ETF NAV
LU0322253229,XTRACKERS S&P GLOBAL INFRASTRUCTURE SWAP UCITS ETF 1C GBP
DE000A1J0BJ3,BLACKROCK ISHARES EUR EM MKTS CORP BD UCITS ETF NAV
-,FUBON HANG SENG H-SHARE LEVERAGED INDEX ETF TWD NAV
FR0007052782,LYXOR ETF CAC 40 D EUR DIS NAV
IE00B60SWW18,INVESCO STOXX EUROPE 600 UCITS ETF A NAV
LU0249326488,MARKET ACCESS ROGERS INTERNATIONAL COMMODITY INDEX UCITS ETF
LU1130156596,UBS ETF MSCI CANADA UCITS ETF A GBP HEDGED DIST NAV
LU0659579147,XTRACKERS MSCI PAKISTAN SWAP UCITS ETF 1C USD
LU0446734872,UBS ETF MSCI CANADA A UCITS CAD INC NAV
IE00B23LNN70,INVESCO FTSE RAFI UK 100 UCITS ETF NAV
IE00BDR5H073,UBS GLOBAL GENDER EQUALITY UCITS ETF A HEDGED EUR ACC NAV
FR0007052782,LYXOR ETF CAC 40 D EUR DIS NAV
IE00B60SWW18,INVESCO STOXX EUROPE 600 UCITS ETF A NAV
LU1481201538,BNP PARIBAS EQUITY MOMENTUM EUROPE UCITS ETF EUR DIS NAV
FR0012283398,LYXOR UCITS ETF BARCLAYS FLOATING RATE EURO 1-3Y C EUR NAV
IE00B449XP68,SOURCE CONSUMER DISCRETNARY S&P US SEL SECTOR UCITS ETF NAV
LU0249326488,MARKET ACCESS ROGERS INTERNATIONAL COMMODITY INDEX UCITS ETF
IE00BDR55D61,UBS MSCI ACWI SOCIAL UCITS ETF A HEDGED CHF DIS NAV
LU1603797074,CANDRIAM INDEXIQ FACTOR SUST EMU EQUITY UCITS ETF EUR ACC NAV
IE00BWTN6Y99,INVESCO S&P 500 HIGH DIVIDEND LOW VOLATILITY UCITS ETF NAV
DE000A1KB2E7,BLACKROCK ISHARES S&P 500 MINIMUM VOLATILITY UCITS ETF NAV
IE00B810Q511,VANGUARD FTSE 100 UCITS ETF INC NAV
LU0290356954,XTRACKERS II IBOXX EURO SOVGNS 3-5 UCITS ETF 1 EUR ACC
IE00BF2B0P08,FRANKLIN TEMPLETON LIBERTY Q US EQUITY UCITS ETF USD ACC NAV
FR0010435297,LYXOR ETF MSCI EMERGING MARKETS C USD ACC NAV
LU1127514245,XTRACKERS MSCI EMU UCITS ETF HEDGED 1C USD
IE00BYYR0B57,VANGUARD GLOBAL VALUE FACTOR UCITS ETF USD ACC NAV
LU0259320728,MARKET ACCESS RICI METALS INDEX UCITS ETF
LU0292096186,DB XTRACKERS STOXX GLOBAL SELECT DIV 100 SWAP UCITS ETF 1D EUR
LU0659579147,XTRACKERS MSCI PAKISTAN SWAP UCITS ETF 1C USD
LU1481201538,BNP PARIBAS EQUITY MOMENTUM EUROPE UCITS ETF EUR DIS NAV
LU0290356954,XTRACKERS II IBOXX EURO SOVGNS 3-5 UCITS ETF 1 EUR ACC
IE00B449XP68,SOURCE CONSUMER DISCRETNARY S&P US SEL SECTOR UCITS ETF NAV
IE00B3W74078,SSGA SPDR BARCLAYS UK GILT UCITS ETF NAV
IE00BYYR0B57,VANGUARD GLOBAL VALUE FACTOR UCITS ETF USD ACC NAV
LU0292096186,DB XTRACKERS STOXX GLOBAL SELECT DIV 100 SWAP UCITS ETF 1D EUR
LU0468896575,XTRACKERS II IBOXX GERMANY UCITS ETF 1 EUR DIS NAV
TW000T3772B6,CATHAY SMART ETF GROWTH FUND OF ETFS USD NAV
LU0514695187,DB XTRACKERS MSCI INDIA SWAP UCITS ETF 1C USD
LU0356591882,DB XTRACKERS USD CASH SWAP UCITS ETF 1C USD
IE00BF2B0P08,FRANKLIN TEMPLETON LIBERTY Q US EQUITY UCITS ETF USD ACC NAV
FR0010435297,LYXOR ETF MSCI EMERGING MARKETS C USD ACC NAV
FR0012283398,LYXOR UCITS ETF BARCLAYS FLOATING RATE EURO 1-3Y C EUR NAV
IE00BDR55D61,UBS MSCI ACWI SOCIAL UCITS ETF A HEDGED CHF DIS NAV
LU1603797074,CANDRIAM INDEXIQ FACTOR SUST EMU EQUITY UCITS ETF EUR ACC NAV
IE00BWTN6Y99,INVESCO S&P 500 HIGH DIVIDEND LOW VOLATILITY UCITS ETF NAV
LU0292105359,XTRACKERS DB STOXX 600 FOOD & BEVERAGE UCITS ETF 1 EUR ACC NAV
LU0290357176,XTRACKERS II IBOXX EURO SOVGNS 5-7 UCITS ETF 1C EUR ACC
IE00B5ZR2157,PIMCO EURO SHORT MATURITY SOURCE UCITS ETF EUR INC NAV
IE00B53L3W79,BLACKROCK ISHARES EURO STOXX 50 - B UCITS ETF (GBP) ACC NAV
IE00B3VTN290,BLACKROCK ISHARES EURO GOVT BD 7-10 UCITS ETF (ACC) NAV
IE00BM67HJ62,DB XTRACKERS FTSE ALL-WORLD EX UK UCITS ETF 1C GBP
LU0392495379,COMMERZ COMSTAGE MSCI EM EASTRN EURP TRN UCITS ETF I CAP NAV
LU0614173895,XTRACKERS II EUROZONE GOVERNMENT BOND 3-5 UCITS ETF DR
DE000A1KB2D9,BLACKROCK ISHARES MSCI WORLD MINI VOLATILITY UCITS ETF NAV
LU0136240974,UBS ETF MSCI JAPAN A UCITS JPY DIS NAV
LU0446734526,UBS ETF MSCI PACIFIC EX JAPAN A UCITS USD INC NAV
IE00BYXVGZ48,FIDELITY GLOBAL QUALITY INCOME ETF USD DIS NAV
-,YUANTA P-SHARES TAIWAN ELECTRONICS TECH ETF NAV
LU0322251520,DB XTRACKERS S&P 500 INVERSE DAILY SWAP UCITS ETF 1C USD
-,BLACKROCK (DE) ISHARES STOXX EUROPE 600 UCITS ETF (DE) NAV
FR0011550177,THEAM S&P 500 EASY UCITS ETF USD ACC NAV
FR0010655746,AMUNDI ETF MSCI SPAIN NAV
GB00B3QJMR25,OLD MUTUAL OMW MARLBOROUGH ETF COMMODITY ACC
IE00B3Q19T94,INVESCO EUROSTOXX GLOBAL OPTIMISED BANK ETF EUR NAV
LU0468896575,XTRACKERS II IBOXX GERMANY UCITS ETF 1 EUR DIS
FR0010312124,LYXOR ETF MSCI AC ASIA PACIFIC EX JAPAN C EUR ACC NAV
LU0875160326,XTRACKERS HARVEST CSI300 UCITS ETF 1D USD
-,XTRACKERS DB MSCI JAPAN TRN INDEX ETF 6 CAP NAV
LU0292106167,XTRACKERS DBLCI-OY BALANCED UCITS ETF 1 USD ACC NAV
IE00B6YX5F63,SSGA SPDR BARCLAYS 1-3 YEAR EURO GOVERNMENT BD UCITS ETF NAV
IE00B3Q19T94,INVESCO EUROSTOXX GLOBAL OPTIMISED BANK ETF EUR NAV
DE0005933972,BLACKROCK ISHARES TECDAX UCITS ETF (DE) EUR ACC NAV
LU0274211480,XTRACKERS DAX UCITS ETF (DR) 1C EUR ACC NAV
LU0613540185,XTRACKERS II MTS EX-BANK ITALY BTP UCITS ETF 1D DIS NAV
IE00BYXVGZ48,FIDELITY GLOBAL QUALITY INCOME ETF USD DIS NAV
-,YUANTA P-SHARES TAIWAN ELECTRONICS TECH ETF NAV
LU1481201025,BNP PARIBAS EQUITY LOW VOL EUROPE UCITS ETF EUR DIS NAV
LU0292109690,DB XTRACKERS NIFTY 50 SWAP UCITS ETF 1C USD
IE00B3VWN393,BLACKROCK ISHARES USD GOVERNMENT BD 3-7 UCITS ETF (ACC) NAV
GB00B3QJMR25,OLD MUTUAL OMW MARLBOROUGH ETF COMMODITY ACC
IE00B4WPHX27,GO DJ UBS LONGER DTD ALL COMMODITIES ETF ACC NAV
FR0010398701,JP MORGAN LYXOR ETF MSCI TAIWAN A USD NAV
DE0002635307,BLACKROCK (DE) ISHARES STOXX EUROPE 600 UCITS ETF (DE)
IE00BVGC6751,INVESCO JPX NIKKEI 400 UCITS ETF USD HEDGED NAV
LU0875160326,XTRACKERS HARVEST CSI300 UCITS ETF 1D USD
LU0322250712,DB XTRACKERS LPX PRIVATE EQUITY SWAP UCITS ETF 1C EUR
FR0010653410,LYXOR ETF MSCI AC ASIA EX JAPAN APEX50 USD NAV
LU0274208692,DB XTRACKERS MSCI WORLD SWAP UCITS ETF 1C GBP
LU0321464652,XTRACKERS II STERLING CASH UCITS ETF 1 EUR DIS NAV
FR0010653410,LYXOR ETF MSCI AC ASIA EX JAPAN APEX50 USD NAV
FR0011119254,LYXOR RUSSELL 2000 UCITS ETF USD ACC NAV
LU0274208692,DB XTRACKERS MSCI WORLD SWAP UCITS ETF 1C GBP
DE000A0MKQH3,VERITAS VERI ETF DACHFONDS W EUR
LU0321464652,XTRACKERS II STERLING CASH UCITS ETF 1 EUR DIS NAV
FR0010688184,AMUNDI ETF MSCI EUROPE CONSUMER DISCRETIONARY UCITS NAV
LU0322253229,XTRACKERS DB S&P GLOBAL INFRASTRUCTURE ETF 1 EUR ACC NAV
LU0290357259,XTRACKERS II IBOXX EURO SOVGNS 7-10 UCITS ETF 1C EUR
LU0476289540,DB XTRACKERS MSCI CANADA UCITS ETF 1C USD
IE00B3WMTH43,INVESCO HEALTHCARE S&P US SELECTION SECTOR UCITS ETF A USD NAV
FR0010010827,LYXOR FTSE MIB UCITS ETF EUR DIS NAV
LU0292109690,DB XTRACKERS NIFTY 50 SWAP UCITS ETF 1C USD
DE000A1JS9B2,BLACKROCK ISHARES AGRIBUSINESS UCITS ETF NAV
-,YUANTA US TREASURY 20+YR BOND ETF TWD NAV
IE00B3VWN393,BLACKROCK ISHARES USD GOVERNMENT BD 3-7 UCITS ETF (ACC) NAV
FR0010444786,LYXOR ETF MSCI TAIWAN C EUR NAV
LU0290357333,XTRACKERS II IBOXX EURO SOVGNS 10-15 UCITS ETF 1 EUR
LU0321463258,XTRACKERS II IBOXX EURO SOVGNS DAILY UCITS ETF 1 EUR ACC NAV
TW000T3330A5,UNION GLOBAL ETF FUND OF FUNDS NTD NAV
-,MEGA TAIWAN BLUE CHIP 30 ETF NAV
DE000A0D8Q49,BLACKROCK (DE) ISHARES DOW JONES U.S.SELECT DIV UCI ETF (DE)
LU0321464652,XTRACKERS II GBP CASH SWAP UCITS ETF 1D GBP
GRF000013000,ALPHA ETF FTSE ATHEX LARGE CAP EQUITIES EUR DIS NAV
DE000A1W2AG0,VERITAS ETF-ALLOC DYNAMIC (W) KURSDATEN & KURSVERGLEICH
-,SPDR BLOOMBERG BARCLAYS HIGH YIELD BOND ETF USD NAV
DE000A1W0MX4,BLACKROCK ISHARES EURO CORP BD FINANCIALS UCITS ETF NAV
IE00B95FFX04,UBS MAP BALANCED 7 SF ETF A USD ACC NAV
LU0290358497,XTRACKERS II EONIA UCITS ETF 1C EUR ACC NAV
LU0779800910,DB XTRACKERS CSI300 SWAP UCITS ETF 1C USD
LU0659579063,XTRACKERS DB ATX ETF 1 CAP NAV
LU1169825954,UBS ETF MSCI SINGAPORE UCITS ETF A SGD DIS NAV
IE00B60SX394,INVESCO MSCI WORLD A USD UCITS ETF NAV
FR0007068093,BNP PARIBAS PAM THEAM EASYETF STOXX EURP 600 HLTHCARE UCITS ETF
LU0328475792,XTRACKERS STOXX EUROPE 600 UCITS ETF 1C EUR
IE00B6TLBW47,BLACKROCK ISHARES $ EM MKTS CORP BD UCITS ETF (GBP) NAV
LU0290357507,XTRACKERS II IBOXX EURO SOVGNS 15 PLUS UCITS ETF 1 EUR NAV
LU0496786905,LYXOR AUS (S&P ASX 200) UCITS ETF A DIS NAV
LU0274210672,DB XTRACKERS MSCI USA SWAP UCITS ETF 1C GBP
FR0010797969,LYXOR ETF MSCI EUROPE B USD NAV
LU0879399441,UBS ETF - SBI AFOREIGN AAA-BBB 5-10 UCITS ETF A CHF DIS NAV
DE0005561674,VERITAS ETF-DACHFONDS (P)
LU0290357929,XTRACKERS II IBOXX GLOBAL INFLT LKD UCITS ETF HGD 1 ACC NAV
LU0292103651,DB XTRACKERS STOXX EUROPE 600 BANKS SWAP UCITS ETF 1C EUR
LU0484969463,XTRACKERS II IBOXX EURO SOVGNS AAA UCITS ETF 1 EUR ACC
IE00B5PYL424,UBS (IRL) SOLACTIVE GLOBAL OIL EQUITIES UCITS ETF A USD D NAV
LU0292106167,XTRACKERS DBLCI-OY BALANCED UCITS ETF 1 EUR ACC NAV
LU0328475792,XTRACKERS STOXX EUROPE 600 UCITS ETF 1C EUR
DE000A1JS9B2,BLACKROCK ISHARES AGRIBUSINESS UCITS ETF NAV
LU0779800910,DB XTRACKERS CSI300 SWAP UCITS ETF 1C USD
LU0659579063,XTRACKERS DB ATX ETF 1 CAP NAV
TW0000064500,FUBON TOPIX ETF NAV
DE000A1W2AG0,VERITAS ETF-ALLOC DYNAMIC (W) KURSDATEN & KURSVERGLEICH
LU0643975161,XTRACKERS II GERMANY GOVERNMENT BOND UCITS ETF USD INC NAV
IE00B6TLBW47,BLACKROCK ISHARES $ EM MKTS CORP BD UCITS ETF (CHF) NAV
FR0010204073,LYXOR EASTERN EUROPE CECE NTR UCITS ETF EUR ACC NAV
LU0274208692,DB XTRACKERS MSCI WORLD SWAP UCITS ETF 1C USD
-,SPDR BLOOMBERG BARCLAYS HIGH YIELD BOND ETF USD NAV
DE000A0MKQH3,VERITAS VERI ETF DACHFONDS W EUR
FR0010797969,LYXOR ETF MSCI EUROPE B USD NAV
LU0136242590,UBS ETF FTSE 100 A UCITS GBP DIS NAV
LU0860821874,COMMERZ COMSTAGE S&P SMIT 40 IDXTRN UCITS ETF I EUR CAP NAV
FR0012739431,THEAM EASY UCITS ETF C EUR ACC NAV
FR0010372185,LYXOR UCITS ETF MSCI AC ASIA-PACIFIC EX JAPAN B NAV
TW000T3772C4,CATHAY SMART ETF GROWTH FUND OF ETFS AUD NAV
FR0011550680,THEAM S&P 500 EASY UCITS ETF USD INC NAV
IE00B5LJZQ16,HSBC MSCI RUSSIA CAPPED ETF A USD INC NAV
LU0524480265,XTRACKERS II IBOXX EURO SOVGNS YIELD PLUS UCITS ETF 1 NAV
LU0292095535,DB XTRACKERS EURO STOXX SELECT DIVIDEND 30 UCITS ETF 1D GBP
IE00B46G8275,HSBC MSCI INDONESIA ETF A USD INC NAV
-,UBS MSCI JP SOCIALLY RESPONSIBLE UCTS ETF A USD HDG ACC NAV
LU0879399441,UBS ETF - SBI AFOREIGN AAA-BBB 5-10 UCITS ETF A CHF DIS NAV
FR0010589069,LYXOR ETF MSCI MALAYSIA B USD NAV
LU1302703878,LYXOR S&P 500 UCITS ETF HEDGED C CHF ACC NAV
LU1481201611,BNP PARIBAS EQUITY QUALITY EUROPE UCITS ETF EUR DIS NAV
LU0484968812,XTRACKERS II IBOXX LQDTY CORP 100 FIN SUB IND UCITS ETF 1
LU0514695187,DB XTRACKERS MSCI INDIA SWAP UCITS ETF 1C GBP
LU0641006290,XTRACKERS II GLOBAL GOVERNMENT BOND UCITS ETF HEDGED 2D GBP
IE00B23D9570,INVESCO FTSE RAFI EMERGING MARKETS UCITS ETF NAV
-,MEGA TAIWAN BLUE CHIP 30 ETF NAV
LU1287024076,LYXOR BOT MTS EX BANK OF ITALY DR UCITS ETF C EUR NAV
IE00B435CG94,INVESCO ENERGY S&P US SELECTION SECTOR UCITS ETF A USD ACC NAV
TW000T4114Y2,KGI EM TREND ETF FUND OF FUNDS NAV
IE00B4X9L533,HSBC MSCI WORLD ETF USD INC NAV
LU1615092050,BNP PARIBAS PARVEST CNV BD EURP SMALL CAP UCITS ETF EUR DIS NAV
IE00B23LNQ02,INVESCO FTSE RAFI ALL WORLD 3000 UCITS ETF NAV
LU0292105359,XTRACKERS DB STOXX 600 FOOD & BEVERAGE UCITS ETF 1 USD ACC NAV
IE00B67B7N93,PIMCO US DOLLAR SHORT MATURITY SOURCE UCITS ETF USD DIS NAV
GB00B3QJPC86,OLD MUTUAL OMW MARLBOROUGH ETF GLOBAL GROWTH PENS ACC
TW00000656R4,CATHAY FTSE CHINA A50 DAILY A50 INV 1X ETF NAV
LU0411078636,DB XTRACKERS S&P 500 2X INVERSE DAILY SWAP UCITS ETF 1C USD
CH0139101593,ZURCHER ZKB GOLD ETF A CHF ACC NAV
LU0290357929,XTRACKERS II IBOXX GLOBAL INFLT LKD UCITS ETF HGD 1 EUR ACC NAV
LU0335044896,XTRACKERS II EONIA UCITS ETF 1D EUR INC NAV
IE00B5SG8Z57,HSBC MSCI PACIFIC EX JAPAN ETF USD INC NAV
IE00BDQZN774,UBS MSCI ACWI ESG UNV UCITS ETF A HEDGED CHF ACC NAV
LU0290357929,XTRACKERS II IBOXX GLOBAL INFLT LKD UCITS ETF HGD 1 EUR ACC
LU0533032180,LYXOR ETF MSCI WORLD CONSUMER DISCRETIONARY TR B USD ACC NAV
LU1169825954,UBS ETF MSCI SINGAPORE UCITS ETF A SGD DIS NAV
IE00B6R52259,BLACKROCK MSCI ACWI UCITS ETF USD NAV
LU0136234068,UBS ETF EURO STOXX 50 UCITS A EUR DIS NAV
FR0010397554,LYXOR ETF MSCI MALAYSIA C EUR ACC NAV
LU0136234068,UBS ETF EURO STOXX 50 UCITS A EUR DIS NAV
LU0290358497,XTRACKERS II DB EONIA UCITS INDEX ETF 1C USD ACC NAV
IE0008471009,BLACKROCK ISHARES EURO STOXX 50 UCITS ETF DIST NAV
LU0650624025,COMMERZ COMSTAGE F.A.Z. INDEX UCITS ETF INC CAP NAV
IE00BYV03C98,FIDELITY US QUALITY INCOME UCITS ETF INSTL GBP ACC HEDGED NAV
IE00B3RBWM25,VANGUARD FTSE ALL WORLD UCITS ETF USD INC NAV
IE00B6YX5M31,SSGA SPDR BARCLAYS CAPITAL EURO HIGH YIELD BOND ETF NAV
LU0321462953,XTRACKERS II EMERGING MKTS LIQUID EURO BOND UCITS ETF 1 EUR
FR0010245514,LYXOR JAPAN (TOPIX) DR UCITS ETF EUR DIS NAV
LU0322250985,XTRACKERS CAC 40 UCITS ETF 1 DIS NAV
LU0411075376,DB XTRACKERS LEVDAX DAILY SWAP UCITS ETF 1C EUR
IE00B428Z604,BLACKROCK ISHARES SPAIN GOVERNMENT BOND UCITS ETF (EUR) NAV
LU0321462870,XTRACKERS II CRED OVER SHORT DAILY UCITS ETF 1 EUR NAV
IE00B7LFXY77,SSGA SPDR BOFA MERRILL LYNCH EM CORPORATE BD UCITS ETF NAV
LU0860821874,COMMERZ COMSTAGE S&P SMIT 40 IDXTRN UCITS ETF I EUR CAP NAV
IE00B3S1J086,HSBC MSCI TAIWAN UCITS ETF A USD INC NAV
FR0013284304,AMUNDI ETF ISTOXX EUROPE MULTI FACTOR MARKET NTRL UCITS EUR NAV
LU1275255799,COMMERZ CBK COMM EX AGRIC MONTHLY HGD UCITS ETF EUR ACC NAV
LU0259322260,MARKET ACCESS NYSE ARCA GOLD BUGS INDEX UCITS ETF
DE000A0Q4RZ9,BLACKROCK ISHARES EB.REXXÂ® MONEY MARKET UCITS ETF (DE) NAV
IE00B4K6B022,HSBC EURO STOXX 50 UCITS ETF EUR DIS NAV
LU0659579220,XTRACKERS MSCI BANGLADESH SWAP UCITS ETF 1C USD
LU1547514593,BNP PARIBAS EASY EQUITY LOW VOL GERMANY UCITS ETF EUR ACC NAV
IE00B53L4X51,BLACKROCK ISHARES FTSE MIB UCITS ETF (ACC) (EUR) NAV
TW00000670L8,FUBON NASDAQ 100 2X LEVERAGED INDEX ETF TWD NAV
IE00B3RBWM25,VANGUARD FTSE ALL WORLD UCITS ETF INC NAV
LU0508799334,COMMERZ COMSTAGE COMMBANK BUND-FUTURE TR UCITS ETF CAP NAV
LU0592216393,XTRACKERS IBEX 35 AINDEX ETF 1 CAP NAV
FR0010204081,LYXOR CHINA ENTERPRISE HSCEI UCITS ETF C EUR ACC NAV
LU1275255799,COMMERZ CBK COMM EX AGRIC MONTHLY HGD UCITS ETF EUR ACC NAV
IE00B6YX5B26,SSGA SPDR S&P EMERGING MARKETS DIVIDEND UCITS ETF NAV
LU0592215403,DB XTRACKERS MSCI PHILIPPINES UCITS ETF 1C USD
LU0641006613,XTRACKERS II GLOBAL SOVEREIGN UCITS ETF 4 CAP NAV
IE00B3S5XW04,SSGA SPDR BARCLAYS EURO GOVERNMENT BOND UCITS ETF NAV
IE00BBQ2W338,HSBC MSCI AC FAR EAST EX JAPAN UCITS ETF USD ACC NAV
IE00B459R192,SSGA SPDR BARCLAYS US AGGREGATE BOND UCITS ETF NAV
LU0392496856,COMMERZBANK COMSTAGE ETF EURO STOXX 50 DAILY SHT GR UCITS I NAV
LU0488316729,COMMERZ COMSTAGE HSI ETF I HKD ACC NAV
IE00B5BMR087,BLACKROCK ISHARES CORE S&P 500 UCITS ETF USD ACC NAV
IE00B459R192,SSGA SPDR BARCLAYS US AGGREGATE BOND UCITS ETF NAV
IE00B95PGT31,VANGUARD FTSE JAPAN ETF USD INC NAV
LU0508799334,COMMERZ COMSTAGE COMMBANK BUND-FUTURE TR UCITS ETF CAP NAV
FR0010204081,LYXOR CHINA ENTERPRISE HSCEI UCITS ETF C EUR ACC NAV
IE00BDR5GY45,UBS GLOBAL GENDER EQUALITY UCITS ETF A HEDGED USD ACC NAV
LU0659580079,XTRACKERS DB MSCI JAPAN TRN INDEX ETF 4 CAP NAV
IE00B3CNHG25,GO DAX GLOBAL GOLD MINING GO UCITS ETF USD ACC NAV
LU0322252502,DB XTRACKERS MSCI RUSSIA CAPPED SWAP UCITS ETF 1C USD
LU1215454460,UBS FACTOR MSCI EMU LOW VOLAT UCITS ETF A EUR DIS NAV
TW0000063908,FUBON SZSE 100 ETF NAV
LU1287022708,LYXOR PAN AFRICA UCITS ETF C EUR NAV
LU1615092050,BNP PARIBAS PARVEST CNV BD EURP SMALL CAP UCITS ETF EUR DIS NAV
LU0392496856,COMMERZBANK COMSTAGE ETF EURO STOXX 50 DAILY SHT GR UCITS I NAV
IE00B5BMR087,BLACKROCK ISHARES CORE S&P 500 UCITS ETF USD ACC NAV
IE00B4TS3815,HSBC MSCI EM LATIN AMERICA ETF A USD INC NAV
FR0010344960,LYXOR ETF STOXX EUROPE 600 OIL & GAS EUR NAV
FR0010852566,LYXOR ETF FTSE EPRA/NAREIT GLOBAL DEVELOPED D USD NAV
DE000A0H08D2,BLACKROCK ISHARES NIKKEI 225 UCITS ETF (DE) JP DIS
DE0005561682,VERITAS  ETF-ALLOCATION EMERGING MARKETS (R)
CH0118929048,UBS CH SILVER ETF A USD INC NAV
LU0861095221,COMMERZ UROPE SECTORTREND UCITS ETF R CAP NAV
TW0000071307,YUANTA TAIWAN HIGH DIVIDEND LOW VOLATILITY ETF TWD NAV
IE00B9F5YL18,VANGUARD FTSE DEVELOPED ASIA PACIFIC EX JAPAN UCITS ETF GBP NAV
LU0411078636,DB XTRACKERS S&P 500 2X INVERSE DAILY SWAP UCITS ETF 1C USD
LU0290358224,XTRACKERS II IBOXX EURO INFLATION LKD UCITS ETF 1 EUR ACC NAV
LU0514694966,XTRACKERS MSCI THAILAND INDEX ETF 2 ACC NAV
FR0010592014,LYXOR ETF LEVERAGE CAC 40 EUR NAV
CH0134034930,VONTOBEL RAIFFEISEN ETF SOLID GOLD A USD NAV
FR0010411884,LYXOR ETF CAC 40 DAILY DOUBLE SHORT EUR ACC NAV
LU0484969463,XTRACKERS II IBOXX EURO SOVGNS AAA UCITS ETF 1 USD ACC NAV
FR0010405431,LYXOR UCITS ETF FTSE ATHEX LARGE CAP A EUR ACC NAV
FR0013209921,LYXOR MSCI WORLD EX EMU UCITS ETF C USD ACC NAV
IE00BYTRR640,SSGA MSCI WORLD CONSUMER DISCRETIONARY ETF USD ACC NAV
IE00B4QNJJ23,GO FTSE 100 LEVERAGED (DAILY 2X) GO UCITS ETF ACC NAV
IE00B5WHFQ43,BLACKROCK ISHARES MSCI MEXICO CAPPED UCITS ETF (USD) NAV
LU0269999792,MARKET ACCESS DAXGLOBAL® BRIC INDEX UCITS ETF
IE00B945VV12,VANGUARD FTSE DEVELOPED EUROPE ETF EUR INC NAV
LU0446734104,UBS ETF MSCI EUROPE A UCITS EUR INC NAV
LU0274211480,XTRACKERS DB DAX UCITS ETF 1 CHF ACC NAV
LU1169830442,UBS ETF MSCI SWITZERLAND 20/35 A HGD GBP DIS NAV
IE00B3ZW0K18,BLACKROCK ISHARES S&P 500 EUR HGD UCITS ETF ACC NAV
IE00B4P11460,PIMCO EMG MKT ADVT LOCAL BD IDX SOURCE UCITS ETF ACC NAV
LU1285959703,LYXOR USD LIQUID INVESTMENT GRADE CORP BDS UCITS ETF D USD NAV
LU0290357846,XTRACKERS II IBOXX EURO SOVGNS 25 PLUS UCITS ETF 1 EUR NAV
DE000A1W4V85,BLACKROCK ISHARES USD CORP BD INT RT UCITS ETF HDG USD NAV
LU0484969463,XTRACKERS II IBOXX EURO SOVGNS AAA UCITS ETF 1 ACC NAV
LU0861095221,COMMERZ UROPE SECTORTREND UCITS ETF R CAP NAV
IE00B7KMNP07,UBS SOLACTIVE GBL PURE GOLD MINERS UCITS ETF (USD) A-DIS NAV
TW00000655L9,CATHAY FTSE CHINA A50 DAILY LEV 2X ETF NAV
IE00BDR55927,UBS MSCI ACWI SOCIALLY RESPONSIBLE UCITS ETF HGD EUR A ACC NAV
LU0290357507,XTRACKERS II IBOXX EURO SOVGNS 15 PLUS UCITS ETF 1 EUR
IE00B3VWM098,BLACKROCK ISHARES MSCI USA SMALL CAP UCITS ETF (USD) NAV
LU1390062245,LYXOR EUR 2-10Y INFLATION EXPECTATIONS UCITS ETF C EUR NAV
FR0011548106,LYXOR UCITS ETF BTP 10Y-MTS ITALY GOV BD C EUR ACC NAV
LU0446734369,UBS ETF MSCI EMU VALUE UCITS A EUR INC NAV
IE00B50XJX92,UBS CMCI COMPOSITE SF UCITS ETF A GBP ACC NAV
IE0032077012,INVESCO EQQQ NASDAQ 100 UCITS ETF EUR DIS NAV
IE00B5KMFT47,BLACKROCK ISHARES MSCI EM LATIN AME UCITS ETF (ACC)(EUR) NAV
GB00B3QJPT53,OLD MUTUAL OMW MARLBOROUGH ETF GLOBAL GROWTH PENS 2 ACC
DE0005933998,BLACKROCK (DE) ISHARES STOXX EUROPE MID 200 UCITS ETF (DE)
TW0000058007,FUBON TAIWAN EIGHT INDUSTRIES ETF NAV
LU0356591882,XTRACKERS US DOLLAR CASH UCITS ETF 1 ACC NAV
LU0321463506,XTRACKERS II IBOXX EURO GERMANY COVERED UCITS ETF 1 EUR ACC
LU1237527160,LYXOR FTSE EUROPE MINIMUM VARIANCE UCITS ETF C EUR NAV
IE0031442068,BLACKROCK ISHARES S&P 500 UCITS ETF DIST NAV
IE00B57S5Q22,HSBC MSCI SOUTH AFRICA UCITS ETF A USD INC NAV
LU0643975161,XTRACKERS II GERMANY GOVERNMENT BOND UCITS ETF EUR INC
LU0488317701,COMMERZBANK COMSTAGE NYSE ARCA GOLD BUGS UCITS ETF I CAP NAV
LU0269999792,MARKET ACCESS DAXGLOBAL® BRIC INDEX UCITS ETF
IE00B945VV12,VANGUARD FTSE DEVELOPED EUROPE ETF EUR INC NAV
LU0290358653,XTRACKERS II EUROPE UCITS ETF 1 EUR ACC NAV
IE00B5MTWD60,INVESCO STOXX EUROPE 600 OPTIMISED BANKS EUR UCITS ETF NAV
LU1169827224,UBS ETF MSCI HONG KONG UCITS A HKD DIS NAV
LU0290359032,XTRACKERS II CROSSOVER UCITS ETF 1 EUR ACC NAV
FR0011093418,LYXOR UCITS ETF MSCI ALL COUNTRY WORLD C USD ACC NAV
